Screenshot_2021-02-11_at_12.43.07.png,pushups_up,1251.0012,384.75177,-1716.2709,1273.62,335.6524,-1687.6895,1289.1946,333.0695,-1687.8185,1305.1869,330.30487,-1687.6696,1224.0494,337.55386,-1683.0747,1207.5674,336.34988,-1683.0284,1191.0675,335.42764,-1682.8302,1327.9669,323.61716,-1387.2709,1164.6804,330.69382,-1358.8682,1278.6653,411.4735,-1596.0863,1224.2347,412.6137,-1587.069,1455.528,464.08652,-1138.7732,1037.5433,483.5423,-1115.6373,1612.7382,710.3087,-1251.8538,910.18976,739.30524,-1241.1416,1755.0282,991.45496,-1415.0264,775.6637,1006.5177,-1341.4398,1820.6271,1031.5334,-1491.4453,708.1981,1043.5697,-1394.7319,1788.2871,1038.5012,-1577.3204,740.4979,1046.609,-1488.5742,1745.6206,1035.9231,-1454.9657,783.1702,1041.2338,-1388.9114,1336.4043,799.71106,-7.4530435,1159.9393,802.6842,7.7585444,1311.6213,930.3494,863.83093,1182.4958,950.9533,888.5624,1277.7498,982.67847,1771.1549,1199.3987,983.8659,1808.5101,1267.0542,972.4627,1853.5869,1199.9396,968.99005,1896.0004,1278.4191,1057.8293,1583.9661,1210.4792,1060.416,1639.104
Screenshot_2021-02-11_at_15.07.26.png,pushups_up,1098.9271,576.2824,-762.4204,1087.8611,549.4343,-816.07367,1094.0004,543.0081,-816.1491,1100.1069,536.4472,-816.327,1074.7643,556.1063,-749.5783,1071.6691,555.3278,-749.6008,1068.85,554.9337,-749.9649,1136.0227,496.65314,-923.8884,1091.2797,522.05676,-619.2933,1145.7218,559.49695,-788.1112,1133.8611,570.698,-697.80115,1381.4792,473.89667,-918.35974,1187.6628,487.63922,-399.286,1544.0657,719.66754,-895.4482,1236.6957,680.5054,-124.2675,1530.57,953.3952,-923.5161,1212.3969,894.8489,-165.0735,1532.7814,1006.6211,-1059.962,1173.9199,926.21497,-217.26468,1483.2753,989.19617,-1058.8033,1172.5128,942.00494,-312.351,1480.5895,971.12506,-933.805,1205.4075,932.07794,-208.9004,1742.3428,554.5395,-188.25949,1643.0712,569.3914,189.07172,1896.1217,642.0162,380.3359,1798.5203,652.5381,738.24805,2044.3694,672.0972,1006.8384,1941.2762,690.89056,1359.9421,2083.6396,656.61646,1058.9032,1979.5259,678.15967,1420.2972,2022.2213,773.026,928.3505,1931.4044,779.48413,1351.5216
frame__E4JICzRQz1o__0012308.jpg,pushups_up,1241.7229,718.01385,137.62424,1251.704,697.2393,159.6271,1249.6932,693.4431,159.73944,1247.8171,689.86945,159.46976,1253.3268,699.6883,98.76,1253.2173,697.17816,98.78986,1253.0315,694.7735,98.70223,1230.1422,669.2982,254.4538,1238.5756,675.5661,-20.963575,1219.4009,715.6338,179.10297,1221.907,718.04565,98.911385,1102.1088,678.4934,428.9323,1154.6082,703.6722,-170.71446,1111.1611,826.5623,502.46222,1146.0586,851.2305,-252.32294,1135.7562,935.419,436.7794,1156.4379,994.15576,-266.25946,1175.2216,935.8177,478.2634,1197.639,1012.6971,-330.33838,1174.3862,949.0168,415.782,1199.1069,996.2394,-268.47296,1162.1207,954.90546,410.30463,1182.5687,995.4415,-242.7492,856.8169,697.43695,191.58943,875.30743,707.34436,-191.04874,661.776,816.9781,193.53271,669.4051,826.3236,-183.09341,469.73657,908.83093,270.54916,450.63013,927.15015,-130.53868,428.70026,915.6626,270.3628,403.99036,929.9552,-140.34084,477.61523,985.9966,154.54384,464.86215,1018.94,-292.02786
frame__4zBnM_uozXM__0010540.jpg,pushups_up,289.5952,404.92422,-246.61234,265.03235,369.79248,-290.4404,266.88235,360.13873,-290.47543,268.5912,350.07425,-290.95706,262.40228,383.24567,-229.07101,262.34225,383.30835,-229.07455,262.59875,383.69968,-228.89888,297.67438,307.2837,-308.38745,285.63498,350.66287,-34.512375,331.63898,383.8876,-237.04222,328.2526,402.39886,-157.5888,492.1221,339.6821,-421.6161,521.3125,327.6213,303.61877,520.2169,648.4555,-492.0016,557.4331,601.0435,356.7752,500.59955,916.7754,-505.94318,552.9979,845.01227,195.29913,441.6232,948.0762,-615.2863,497.76828,858.578,203.35191,427.763,930.1046,-538.6236,497.1035,865.2389,108.287415,451.54614,918.8821,-482.74023,521.57825,864.6546,151.95038,1017.2738,385.23444,-233.37718,1005.6697,388.93073,233.36322,1347.7319,645.3849,-166.92297,1330.8297,619.8962,228.20352,1687.1592,786.8857,-106.847336,1680.9297,760.55554,330.4695,1773.1525,771.66455,-117.00832,1759.5332,754.8477,330.3595,1628.715,941.31024,-340.81125,1669.7885,926.9267,178.60692
frame__VQKqjHtY8jA__0008583.jpg,pushups_up,1210.3065,594.73303,79.793785,1235.2892,578.0766,88.03166,1234.8342,574.1509,88.25018,1234.5682,570.4159,88.21795,1236.2174,579.48444,27.638441,1237.2148,575.38354,27.592993,1238.131,571.43915,27.323896,1225.7238,539.57184,158.72334,1229.9027,540.70996,-102.53172,1185.4751,581.3817,119.1528,1187.8018,580.8338,42.758873,1070.4565,502.7797,342.63876,1123.8888,538.9835,-250.3364,1019.6261,680.77954,424.12827,1097.9165,729.5013,-347.43512,1010.6292,825.3992,310.54733,1099.7546,912.1109,-293.1823,1038.5884,829.86975,321.40353,1133.6965,928.95435,-344.97617,1045.3608,842.22296,242.97652,1135.9037,915.6801,-288.32025,1034.838,846.07935,275.67267,1120.4689,909.943,-269.28186,744.14777,566.71484,171.49554,752.2864,585.8223,-170.9714,495.12326,699.2147,193.59457,496.6579,718.3127,-122.715065,245.59537,751.78357,305.3821,222.57506,755.9617,-39.932343,197.50374,740.3351,309.54764,169.6585,740.7035,-49.772125,238.60748,842.49915,209.09412,228.39883,863.7497,-192.1911
Screenshot_2021-02-11_at_13.06.10.png,pushups_up,1367.1667,416.55225,-1936.1298,1394.7695,342.73422,-1921.2842,1416.7656,339.0486,-1921.5289,1439.3239,335.18182,-1921.5228,1328.7164,344.78418,-1917.9794,1304.7267,342.31766,-1918.1387,1280.7933,340.19565,-1918.0085,1466.9312,323.05017,-1600.357,1242.938,329.80927,-1586.8878,1407.363,443.69214,-1801.0021,1326.5531,445.42303,-1796.6716,1611.4049,477.85703,-1275.5917,1090.3113,501.65317,-1273.1238,1758.339,828.2396,-1366.0763,942.1921,847.3107,-1406.1226,1913.1932,1177.3766,-1588.8081,773.2278,1168.2847,-1599.7666,1983.9305,1232.4519,-1686.5817,686.7701,1211.0406,-1669.1115,1947.0636,1239.2158,-1765.1934,709.7965,1216.9042,-1773.8555,1897.4364,1224.6165,-1633.4037,764.54333,1206.9203,-1658.8203,1446.249,792.1886,29.993492,1225.7096,798.89233,-28.779037,1446.3374,984.9459,847.7625,1204.1018,986.3562,810.7144,1395.7848,1087.2004,1693.6763,1182.8365,1102.0084,1733.7233,1367.2874,1073.9264,1773.458,1180.7911,1093.5526,1821.1682,1433.8257,1224.5051,1540.3788,1179.513,1228.6138,1574.1444
frame__PAG4Q_gXmpg__0018088.jpg,pushups_up,1259.1696,763.86847,89.206726,1272.9102,745.1841,112.67859,1272.1553,740.9394,112.925,1271.4989,736.78436,112.87882,1273.0253,748.3505,46.70641,1272.7456,746.01953,46.71307,1272.4498,743.75525,46.5327,1260.5475,711.492,222.07076,1262.5562,722.1312,-76.34596,1240.7637,755.91376,140.04631,1241.2186,759.3456,53.44471,1146.8793,677.0607,414.73456,1187.8263,743.27716,-233.45383,1113.7565,801.505,497.69635,1155.7739,889.7973,-349.03738,1130.8777,900.6492,321.83856,1168.1104,1007.46234,-306.4686,1158.9977,902.4525,345.79764,1198.9199,1021.3957,-370.72943,1163.4009,913.98145,270.52994,1198.6677,1005.5813,-306.42245,1154.0996,919.8916,287.8756,1184.9244,1000.42285,-279.0884,903.36536,752.31165,198.14021,913.1226,787.11926,-197.75215,754.6481,853.61383,258.01495,744.9766,861.2182,-139.02872,555.20807,871.61066,365.5044,535.4632,901.1726,-55.808914,515.2168,858.0402,372.5147,492.26944,889.2877,-56.030125,554.0522,936.1522,312.9383,538.3515,967.586,-156.0695
frame__6rh6pVGTqRU__0013371.jpg,pushups_up,464.95108,663.9835,-102.85829,443.33847,644.93976,-160.07025,443.54376,642.0576,-160.02127,443.8188,638.80634,-160.58704,443.60306,641.6044,-103.0884,444.15567,636.6268,-103.064514,445.06393,631.7677,-102.6096,457.85364,610.76605,-257.11658,458.51233,603.0254,10.922813,489.8275,657.6413,-127.088486,490.03726,654.26794,-50.20222,574.2174,636.9874,-376.14334,628.6282,588.08246,263.53748,589.92175,838.09955,-426.98572,650.82935,758.6232,347.3356,597.6218,1020.4291,-383.09592,649.6339,895.3764,170.73773,541.87463,1032.4279,-455.26917,602.17773,876.8676,178.50298,540.5927,1008.85645,-370.66946,595.50586,892.7864,92.76913,562.8502,1007.5328,-350.27917,611.2105,906.7849,132.28778,918.734,669.30676,-185.08414,908.0617,648.4788,185.29684,1163.5641,811.01904,-179.49944,883.5595,758.50867,404.78232,1405.5724,903.5936,-124.856544,1045.0944,833.391,636.02325,1460.2959,908.62463,-127.91333,1080.4424,835.3074,651.3967,1366.7441,973.8489,-276.76456,1054.016,888.2045,621.5303
frame__topJ0ianBlQ__0008994.jpg,pushups_up,1336.0172,769.80493,-19.5128,1351.8081,756.2779,2.0053391,1352.0059,753.31024,2.1488016,1352.3081,750.5547,2.1273515,1350.2971,755.90466,-61.51667,1350.1404,752.08246,-61.533207,1349.8904,748.3904,-61.573883,1347.8954,726.16583,111.1865,1345.1902,723.7768,-173.46501,1322.4076,760.2762,29.426014,1321.5765,758.9035,-53.074375,1248.1991,692.20776,316.38644,1278.8217,719.2821,-310.55054,1207.3708,805.8077,377.95187,1256.6978,833.00854,-406.63043,1207.1078,898.91614,191.21614,1254.4537,955.3333,-413.2485,1241.4086,893.51605,212.67691,1287.2903,963.1322,-484.03833,1246.784,909.888,130.09988,1291.282,951.8711,-416.4837,1236.0361,916.78546,151.29193,1279.4778,950.3853,-386.65872,1061.622,723.29614,187.72545,1064.9803,744.6416,-187.26952,918.75726,808.52234,219.17026,911.7872,825.6765,-163.4177,763.1162,851.37244,322.62143,735.6291,880.15356,-83.03089,728.3172,851.5841,328.98285,694.9928,878.1968,-90.90696,776.3402,923.48315,242.69122,756.8386,957.4989,-236.277
frame__itlms4_050o__0012129.jpg,pushups_up,276.29895,399.2901,-0.6539844,262.60614,390.3001,-32.47749,262.32233,388.27148,-32.54988,261.9877,385.9894,-32.677532,262.69397,389.6878,7.6968913,262.61487,387.45566,7.7057366,262.7428,385.23865,7.775421,265.18518,371.3463,-103.7716,266.29095,370.2698,82.53974,288.93158,394.71524,-17.685274,288.93924,394.0289,36.292004,324.87076,378.51758,-192.7967,360.58185,353.79602,245.27817,350.00095,497.05008,-222.5621,399.73984,454.30887,298.58105,356.4361,602.7099,-154.5784,404.51718,537.4307,179.64944,328.2602,615.6203,-192.73456,379.62622,533.55585,192.57683,324.96518,603.99994,-146.3372,372.44147,545.07227,145.60779,336.6053,599.3701,-134.37383,380.15018,550.6015,158.27461,545.7458,393.67227,-137.37265,557.66504,378.00998,137.37326,685.2756,485.55145,-111.618835,675.98206,469.62653,243.97348,833.3264,553.6079,-73.82055,805.4143,515.11035,402.29944,867.9312,551.5234,-75.32933,834.74866,511.91458,414.6719,816.49414,615.54913,-174.56375,805.8739,567.9511,355.78888
